Sede,Documento de identidad,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada,Grupo Asignatura
Fusagasugá,b177d62c19deedfba04fe1f3a822323431e61c4aafb57f3012e7b8c0a302621f,2,A,II,2024,3.0,Educación Física,88,88,92,92.0,89.2,Artes y Educación Física
Fusagasugá,b177d62c19deedfba04fe1f3a822323431e61c4aafb57f3012e7b8c0a302621f,2,A,II,2024,1.0,Creatividad e innovación,96,97,98,95.0,96.6,Tecnología e Innovación
Fusagasugá,b177d62c19deedfba04fe1f3a822323431e61c4aafb57f3012e7b8c0a302621f,2,A,II,2024,2.0,Aprendizaje Basado en Proyectos,89,88,83,83.0,86.89999999999999,Proyectos y Aprendizaje Integral
Fusagasugá,b177d62c19deedfba04fe1f3a822323431e61c4aafb57f3012e7b8c0a302621f,2,A,II,2024,1.0,Artes,95,96,96,96.0,95.6,Artes y Educación Física
Fusagasugá,b177d62c19deedfba04fe1f3a822323431e61c4aafb57f3012e7b8c0a302621f,2,A,II,2024,1.0,Tecnologías Informáticas,99,99,98,95.0,98.4,Tecnología e Innovación
Fusagasugá,b177d62c19deedfba04fe1f3a822323431e61c4aafb57f3012e7b8c0a302621f,2,A,II,2024,1.0,Integralidad,98,98,100,100.0,98.6,Proyectos y Aprendizaje Integral
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,4.0,Ciencias Naturales,83,71,76,96.0,79.30000000000001,Ciencias y Matemáticas
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,3.0,Ciencias Sociales,69,62,82,81.0,70.7,Lengua y Humanidades
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,5.0,Matemáticas,72,73,84,85.0,76.0,Ciencias y Matemáticas
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,3.0,Lengua Castellana,74,68,80,95.0,75.5,Lengua y Humanidades
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,2.0,Lectura Crítica,75,68,90,90.0,77.4,Lengua y Humanidades
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,4.0,English,68,66,80,80.0,71.0,Lengua y Humanidades
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,3.0,Educación Física,90,91,92,90.0,90.7,Artes y Educación Física
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,1.0,Creatividad e innovación,86,84,80,84.0,84.0,Tecnología e Innovación
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,2.0,Aprendizaje Basado en Proyectos,86,85,80,95.0,85.4,Proyectos y Aprendizaje Integral
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,1.0,Artes,90,91,88,88.0,89.7,Artes y Educación Física
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,1.0,Tecnologías Informáticas,83,83,88,92.0,84.9,Tecnología e Innovación
Fusagasugá,99d4da5388fcd1680d1d219215a040347bb40c5926ee2a304a5c49eab3c9ed3a,1,A,II,2024,1.0,Integralidad,93,100,100,100.0,97.2,Proyectos y Aprendizaje Integral
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,3.0,Ciencias Naturales,84,84,96,96.0,87.6,Ciencias y Matemáticas
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,4.0,Ciencias Sociales,93,93,92,92.0,92.7,Lengua y Humanidades
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,6.0,Matemáticas,85,85,90,93.0,86.8,Ciencias y Matemáticas
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,3.0,Lengua Castellana,78,81,90,100.0,83.5,Lengua y Humanidades
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,4.0,Inglés,92,93,100,100.0,94.7,Lengua y Humanidades
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,2.0,Innovación y Emprendimiento,93,93,95,98.0,93.89999999999999,Tecnología e Innovación
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,7.0,Aprendizaje Basado en Investigación,90,91,93,96.0,91.5,Proyectos y Aprendizaje Integral
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,3.0,Educación Física,85,95,100,100.0,92.5,Artes y Educación Física
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,2.0,Lectura Crítica,92,92,90,95.0,91.9,Lengua y Humanidades
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,1.0,Artes,86,90,85,92.0,87.60000000000001,Artes y Educación Física
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,1.0,Robótica y TICS,83,90,80,90.0,85.2,Tecnología e Innovación
Fusagasugá,aa573910311eab188c206c560994dea1920347ba27cf4399c13db2438a463de2,7,A,I,2023,1.0,Inteligencia emocional e Integralidad,90,94,85,90.0,90.2,Proyectos y Aprendizaje Integral
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,3.0,Ciencias Naturales,75,75,80,80.0,76.5,Ciencias y Matemáticas
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,4.0,Ciencias Sociales,82,80,84,94.0,83.00000000000001,Lengua y Humanidades
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,6.0,Matemáticas,71,77,90,85.0,78.0,Ciencias y Matemáticas
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,3.0,Lengua Castellana,89,91,90,95.0,90.4,Lengua y Humanidades
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,4.0,Inglés,85,84,92,90.0,86.60000000000001,Lengua y Humanidades
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,2.0,Innovación y Emprendimiento,86,89,80,87.0,85.8,Tecnología e Innovación
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,7.0,Aprendizaje Basado en Investigación,78,80,88,88.0,81.60000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,3.0,Educación Física,83,82,90,90.0,84.8,Artes y Educación Física
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,2.0,Lectura Crítica,93,86,85,89.0,88.9,Lengua y Humanidades
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,1.0,Artes,90,90,90,90.0,90.0,Artes y Educación Física
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,1.0,Robótica y TICS,70,70,80,90.0,74.0,Tecnología e Innovación
Fusagasugá,29040c15e72e7713c42de84d637a19608f5d55f8d665de32ab32d2856735b6a3,7,A,II,2023,1.0,Inteligencia emocional e Integralidad,80,87,100,100.0,88.1,Proyectos y Aprendizaje Integral
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,3.0,Ciencias Naturales,58,59,93,95.0,69.0,Ciencias y Matemáticas
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,3.0,Ciencias Sociales,70,70,90,93.0,76.3,Lengua y Humanidades
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,5.0,Matemáticas,56,58,87,93.0,66.5,Ciencias y Matemáticas
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,4.0,Lengua Castellana,70,69,90,95.0,76.2,Lengua y Humanidades
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,4.0,Inglés,60,58,95,95.0,69.9,Lengua y Humanidades
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,2.0,Creatividad e Innovación,72,74,88,85.0,77.1,Tecnología e Innovación
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,4.0,Aprendizaje Basado en Proyectos,73,75,96,96.0,80.5,Proyectos y Aprendizaje Integral
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,3.0,Educación Física,76,84,100,95.0,85.1,Artes y Educación Física
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,2.0,Lectura Crítica,82,83,100,100.0,87.7,Lengua y Humanidades
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,1.0,Artes,74,84,90,95.0,82.3,Artes y Educación Física
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,1.0,Robótica y TICS,91,95,88,93.0,91.8,Tecnología e Innovación
Fusagasugá,3886a3213ec9e11507d94a1001f51c092125f171f02a2cdb04de11cb909a65c9,2,A,I,2023,1.0,Inteligencia emocional e Integralidad,95,95,100,100.0,96.5,Proyectos y Aprendizaje Integral
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,3.0,Ciencias Naturales,78,79,97,98.0,84.10000000000001,Ciencias y Matemáticas
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,4.0,Ciencias Sociales,77,74,100,96.0,82.6,Lengua y Humanidades
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,6.0,Matemáticas,63,65,90,95.0,72.2,Ciencias y Matemáticas
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,3.0,Lengua Castellana,82,83,90,100.0,85.7,Lengua y Humanidades
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,4.0,Inglés,73,70,98,98.0,79.60000000000001,Lengua y Humanidades
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,2.0,Innovación y Emprendimiento,93,92,90,90.0,91.8,Tecnología e Innovación
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,7.0,Aprendizaje Basado en Investigación,86,90,89,92.0,88.4,Proyectos y Aprendizaje Integral
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,3.0,Educación Física,93,92,95,93.0,93.1,Artes y Educación Física
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,2.0,Lectura Crítica,88,86,90,96.0,88.6,Lengua y Humanidades
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,1.0,Artes,93,90,90,95.0,91.7,Artes y Educación Física
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,1.0,Robótica y TICS,78,81,80,90.0,80.5,Tecnología e Innovación
Fusagasugá,439b0ff4a1892ad088bb1f2e618c58210a7f24225edf3d77e466be4b491e1680,6,A,III,2023,1.0,Inteligencia emocional e Integralidad,100,97,100,95.0,98.6,Proyectos y Aprendizaje Integral
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,3.0,Ciencias Naturales,86,85,88,90.0,86.5,Ciencias y Matemáticas
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,4.0,Ciencias Sociales,79,76,60,95.0,75.9,Lengua y Humanidades
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,6.0,Matemáticas,81,81,60,70.0,75.7,Ciencias y Matemáticas
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,3.0,Lengua Castellana,74,76,90,95.0,79.9,Lengua y Humanidades
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,4.0,Inglés,83,82,96,96.0,86.6,Lengua y Humanidades
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,2.0,Innovación y Emprendimiento,84,82,90,90.0,85.2,Tecnología e Innovación
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,7.0,Aprendizaje Basado en Investigación,74,76,92,90.0,79.80000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,3.0,Educación Física,94,95,95,95.0,94.6,Artes y Educación Física
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,2.0,Lectura Crítica,87,87,85,100.0,87.9,Lengua y Humanidades
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,1.0,Artes,83,83,80,80.0,82.1,Artes y Educación Física
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,1.0,Robótica y TICS,80,82,80,90.0,81.6,Tecnología e Innovación
Fusagasugá,c7c8ded1af987bc0a98ffb76c0792eb181c144b3cff9bd49eec7e7ddafd659ff,9,A,IV,2023,1.0,Inteligencia emocional e Integralidad,70,67,65,70.0,68.1,Proyectos y Aprendizaje Integral
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,3.0,Ciencias Naturales,78,78,90,90.0,81.6,Ciencias y Matemáticas
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,3.0,Ciencias Sociales,77,78,95,95.0,82.7,Lengua y Humanidades
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,5.0,Matemáticas,76,76,85,85.0,78.7,Ciencias y Matemáticas
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,4.0,Lengua Castellana,74,73,85,85.0,77.0,Lengua y Humanidades
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,4.0,Inglés,74,70,85,95.0,77.1,Lengua y Humanidades
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,2.0,Creatividad e Innovación,93,92,95,95.0,93.3,Tecnología e Innovación
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,86,87,69,88.0,83.1,Proyectos y Aprendizaje Integral
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,3.0,Educación Física,91,91,98,95.0,92.80000000000001,Artes y Educación Física
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,2.0,Lectura Crítica,78,83,90,70.0,81.1,Lengua y Humanidades
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,1.0,Artes,92,92,90,90.0,91.4,Artes y Educación Física
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,1.0,Robótica y TICS,92,99,98,95.0,95.6,Tecnología e Innovación
Fusagasugá,eb230eac65bbe3efe12a26a45ca63d404821b4a30ab4950c10d96ba1d401ca66,2,A,IV,2023,1.0,Inteligencia emocional e Integralidad,83,86,100,100.0,89.0,Proyectos y Aprendizaje Integral
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,4.0,Ciencias Naturales,94,95,95,96.0,94.69999999999999,Ciencias y Matemáticas
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,3.0,Ciencias Sociales,92,92,80,89.0,89.30000000000001,Lengua y Humanidades
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,5.0,Matemáticas,78,79,82,88.0,80.10000000000001,Ciencias y Matemáticas
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,3.0,Lengua Castellana,67,64,95,95.0,74.5,Lengua y Humanidades
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,2.0,Lectura Crítica,91,91,91,95.0,91.4,Lengua y Humanidades
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,4.0,English,83,82,95,100.0,86.8,Lengua y Humanidades
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,3.0,Educación Física,89,89,90,90.0,89.3,Artes y Educación Física
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,1.0,Creatividad e innovación,90,90,93,92.0,90.8,Tecnología e Innovación
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,2.0,Aprendizaje Basado en Proyectos,94,95,95,95.0,94.6,Proyectos y Aprendizaje Integral
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,1.0,Artes,91,91,90,90.0,90.7,Artes y Educación Física
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,1.0,Tecnologías Informáticas,93,93,90,90.0,92.1,Tecnología e Innovación
Fusagasugá,ad55147a315efeb7ab8116967083fcc1a05631d4b6941cd3c1671e8df32e4348,3,A,II,2024,1.0,Integralidad,92,90,96,100.0,93.0,Proyectos y Aprendizaje Integral
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,3.0,Ciencias Naturales,83,84,90,89.0,85.30000000000001,Ciencias y Matemáticas
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,3.0,Ciencias Sociales,89,89,93,92.0,90.10000000000001,Lengua y Humanidades
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,5.0,Matemáticas,82,84,90,90.0,85.0,Ciencias y Matemáticas
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,4.0,Lengua Castellana,79,78,90,90.0,82.0,Lengua y Humanidades
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,4.0,Inglés,69,69,90,80.0,74.3,Lengua y Humanidades
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,2.0,Creatividad e Innovación,92,92,94,95.0,92.7,Tecnología e Innovación
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,4.0,Aprendizaje Basado en Proyectos,87,87,83,82.0,85.7,Proyectos y Aprendizaje Integral
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,3.0,Educación Física,84,87,88,87.0,86.00000000000001,Artes y Educación Física
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,2.0,Lectura Crítica,79,80,88,90.0,82.2,Lengua y Humanidades
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,1.0,Artes,90,90,90,90.0,90.0,Artes y Educación Física
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,1.0,Robótica y TICS,85,89,100,100.0,90.7,Tecnología e Innovación
Girardot,1481fea85d9e4b31f0af050f2472434b9a85fb2507d00b2e338f61fb0fb9fd73,2,A,II,2023,1.0,Inteligencia emocional e Integralidad,87,89,85,85.0,87.0,Proyectos y Aprendizaje Integral
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,3.0,Ciencias Naturales,89,88,100,100.0,92.0,Ciencias y Matemáticas
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,4.0,Ciencias Sociales,86,87,85,92.0,86.7,Lengua y Humanidades
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,5.0,Matemáticas,90,90,95,94.0,91.4,Ciencias y Matemáticas
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,3.0,Lengua Castellana,89,90,90,100.0,90.6,Lengua y Humanidades
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,4.0,Inglés,82,82,100,100.0,87.4,Lengua y Humanidades
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,2.0,Creatividad e Innovación,77,83,90,90.0,82.7,Tecnología e Innovación
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,4.0,Aprendizaje Basado en Proyectos,95,96,92,98.0,95.0,Proyectos y Aprendizaje Integral
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,3.0,Educación Física,93,94,100,90.0,94.4,Artes y Educación Física
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,2.0,Lectura Crítica,92,92,95,100.0,93.4,Lengua y Humanidades
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,1.0,Artes,94,94,90,90.0,92.8,Artes y Educación Física
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,1.0,Robótica y TICS,81,83,80,90.0,82.3,Tecnología e Innovación
Fusagasugá,3431f8d74a671cc1f49f0faa930e14a3c2aa7f1880abc706f69882e0f6d43fa1,4,A,III,2023,1.0,Inteligencia emocional e Integralidad,97,97,100,100.0,97.9,Proyectos y Aprendizaje Integral
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,2.0,Ciencias Políticas y Económicas,8,0,0,89.0,12.100000000000001,Lengua y Humanidades
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,2.0,Filosofía,0,0,0,0.0,0.0,Lengua y Humanidades
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,2.0,Francés,0,9,0,0.0,2.6999999999999997,Lengua y Humanidades
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,1.0,Educación Ambiental,0,0,0,0.0,0.0,Artes y Educación Física
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,3.0,Proyecto de inversión,0,0,0,0.0,0.0,Proyectos y Aprendizaje Integral
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,2.0,Educación Física,8,8,0,0.0,5.6,Artes y Educación Física
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,1.0,Artes,0,0,0,0.0,0.0,Artes y Educación Física
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,1.0,Robótica y TICS,0,0,0,0.0,0.0,Tecnología e Innovación
Fusagasugá,dc90fd0f9c2347cacc84743e2beeb2832a147eccaaf8c016a4f11de29511a91a,10,A,II,2023,1.0,Inteligencia emocional e Integralidad,0,0,0,0.0,0.0,Proyectos y Aprendizaje Integral
Fusagasugá,f11ff3c0a1269950480a86b0d40ef14ffdde275a9b1c1d099768609edf6c8ff8,8,A,IV,2023,3.0,Ciencias Naturales,82,84,90,99.0,85.9,Ciencias y Matemáticas
Fusagasugá,f11ff3c0a1269950480a86b0d40ef14ffdde275a9b1c1d099768609edf6c8ff8,8,A,IV,2023,4.0,Ciencias Sociales,66,68,87,93.0,73.5,Lengua y Humanidades
Fusagasugá,f11ff3c0a1269950480a86b0d40ef14ffdde275a9b1c1d099768609edf6c8ff8,8,A,IV,2023,6.0,Matemáticas,76,76,80,80.0,77.2,Ciencias y Matemáticas
Fusagasugá,f11ff3c0a1269950480a86b0d40ef14ffdde275a9b1c1d099768609edf6c8ff8,8,A,IV,2023,3.0,Lengua Castellana,83,82,85,90.0,83.8,Lengua y Humanidades
